排名,单词,词频,梯队,释义,分类,子分类,真题搭配,其他拼写,备注
493,policy,358,核心高频,政策,政治法律,,,,
494,item,358,核心高频,物品、条款,抽象概念,认知与抽象名词,,,
495,force,357,核心高频,强迫、迫使,动作行为,身体动作,,,
496,member,356,核心高频,成员,人类与社会,,,,
497,explain,355,核心高频,解释,动作行为,社交交互,,,
498,translation,355,核心高频,翻译,教育学习,,,,
499,side,355,核心高频,一边,空间地点,,,,
500,enjoy,355,核心高频,享受,动作行为,占有与转移,,,
501,cut,355,核心高频,切、砍,动作行为,身体动作,,,
502,adult,353,核心高频,大人、成人,人类与社会,,,,
503,international,352,核心高频,国际的,空间地点,,,,
504,training,352,核心高频,训练,教育学习,,,,
505,general,352,核心高频,一般的、总的、将军,抽象概念,性质与评价,,,
506,nature,350,核心高频,自然界、性质,自然环境,,,,
507,type,350,核心高频,类型、输入,教育学习,,,,
508,doctor,349,核心高频,医生,职业工作,,,,
509,mother,349,核心高频,妈妈,人类与社会,,,,
510,situation,348,核心高频,情况,空间地点,,,,
511,several,348,核心高频,几个,抽象概念,数量与程度,,,
512,save,348,核心高频,保存、拯救,动作行为,占有与转移,,,
513,essay,347,核心高频,论文,教育学习,,,,
514,game,347,核心高频,游戏,运动娱乐,,,,
515,graduate,346,核心高频,毕业、获学位,教育学习,,,,
516,decade,345,核心高频,十年,时间日期,,,,
517,medical,345,核心高频,医疗的,健康医疗,,,,
518,miss,345,核心高频,错过、想念,动作行为,身体动作,,,
519,train,344,核心高频,列车、行列,动作行为,身体动作,,,
520,third,343,核心高频,第三,时间日期,,,,
521,interview,343,核心高频,采访、面试,动作行为,其他动作,,,
522,stop,342,核心高频,阻止,动作行为,身体动作,,,
523,financial,340,核心高频,财政的,商业经济,,,,
524,reach,340,核心高频,到达、达到,动作行为,身体动作,,,
525,professional,338,核心高频,职业的、专业的,职业工作,,,,
526,sign,338,核心高频,标牌,动作行为,其他动作,,,
527,earth,337,核心高频,地球、泥土,自然环境,,,,
528,project,334,核心高频,项目、计划,动作行为,身体动作,project an image,,
529,generation,333,核心高频,产生、一代人,人类与社会,,,,
530,standard,333,核心高频,标准,抽象概念,认知与抽象名词,,,
531,war,333,核心高频,战争,政治法律,,,,
532,story,333,核心高频,故事,文化宗教,,a front-page story,storey,
533,rich,333,核心高频,丰富的,商业经济,,,,
534,later,332,核心高频,后来、其后,时间日期,,,,
535,again,332,核心高频,再次,时间日期,,,,
536,air,331,核心高频,空气,自然环境,,,,
537,night,331,核心高频,夜晚,时间日期,,,,
538,contain,331,核心高频,包含,动作行为,使动与影响,,,
539,main,330,核心高频,主要的,抽象概念,性质与评价,,,
540,soon,329,核心高频,很快的,时间日期,,,,
541,sound,329,核心高频,声音,动作行为,其他动作,a sound argument,,
542,love,329,核心高频,爱,情感心理,,,,
543,account,328,核心高频,账户,商业经济,,,,
544,return,328,核心高频,回归、返回,动作行为,社交交互,,,
545,affect,328,核心高频,影响,动作行为,使动与影响,,,
546,translate,327,核心高频,解释、翻译、转变,动作行为,其他动作,,,
547,sure,327,核心高频,肯定的,抽象概念,性质与评价,,,
548,describe,326,核心高频,描述,动作行为,身体动作,,,
549,purpose,325,核心高频,目的,抽象概念,认知与抽象名词,,,
550,full,325,核心高频,满的,抽象概念,数量与程度,,,
551,room,325,核心高频,房间,日常生活,,,,
552,appear,323,核心高频,出现,动作行为,变化趋势,,,
553,impact,322,核心高频,冲击,抽象概念,认知与抽象名词,,,
554,period,320,核心高频,一段时间,时间日期,,,,
555,television,319,核心高频,电视,日常生活,,,,
556,quite,319,核心高频,相当的,抽象概念,数量与程度,,,
557,position,318,核心高频,位置,空间地点,,,,
558,attitude,317,核心高频,态度,情感心理,,,,
559,machine,317,核心高频,机器,科学技术,,,,
560,clear,316,核心高频,清楚的,抽象概念,性质与评价,,,
561,field,316,核心高频,田地、场地、领域,自然环境,,,,
562,pass,315,核心高频,经过,动作行为,身体动作,,,
563,below,314,核心高频,在…下面,空间地点,,,,
564,here,314,核心高频,这里,空间地点,,,,
565,communication,314,核心高频,沟通,科学技术,,,,
566,protect,314,核心高频,保护,动作行为,社交交互,,,
567,performance,312,核心高频,表演,运动娱乐,,,,
568,lecture,312,核心高频,讲座,教育学习,,,,
569,factor,311,核心高频,因素、因子,抽象概念,认知与抽象名词,,,
570,top,311,核心高频,顶端,空间地点,,,,
571,firm,310,核心高频,牢固的,抽象概念,性质与评价,an insurance firm,,
572,draw,310,核心高频,画画,动作行为,身体动作,,,
573,memory,310,核心高频,记忆,情感心理,,,,
574,whole,310,核心高频,全部的,抽象概念,数量与程度,,,
575,writer,308,核心高频,作家,职业工作,,,,
576,watch,308,核心高频,观看,动作行为,身体动作,,,
577,death,307,核心高频,死亡,健康医疗,,,,
578,white,307,核心高频,白色的,交通旅行,,,,
579,academic,307,核心高频,学术的,教育学习,,,,
580,bear,306,核心高频,携带、承受,动作行为,其他动作,,,
581,importance,306,核心高频,重要性,抽象概念,认知与抽象名词,,,
582,decline,305,核心高频,拒绝、下降,动作行为,变化趋势,a sharp decline,,
583,claim,305,核心高频,索要、声称,动作行为,占有与转移,,,
584,model,305,核心高频,模型,教育学习,,,,
585,wrong,305,核心高频,错误的,抽象概念,性质与评价,,,
586,expert,304,核心高频,专家、专门的,职业工作,,,,
587,carry,302,核心高频,携带,动作行为,身体动作,,,
588,act,302,核心高频,行为、行动、扮演,动作行为,身体动作,,,
589,send,302,核心高频,发送,动作行为,身体动作,,,
590,accept,299,核心高频,接受,动作行为,评价与判断,,,
591,potential,299,核心高频,潜在的,抽象概念,性质与评价,,,
592,degree,299,核心高频,温度、程度,抽象概念,数量与程度,,,
593,resource,299,核心高频,资源,自然环境,,,,
594,pause,298,核心高频,暂停,动作行为,起始与终止,,,
595,opinion,297,核心高频,意见,情感心理,,,,
596,income,297,核心高频,收入,商业经济,,,,
597,amount,297,核心高频,数量,商业经济,,,,
598,disease,296,核心高频,疾病,健康医疗,,,,
599,stand,295,核心高频,站立,动作行为,身体动作,,,
600,political,294,核心高频,政治的,政治法律,,,,
601,popular,294,核心高频,受欢迎的,情感心理,,,,
602,argue,293,核心高频,论述、争论、争吵,动作行为,社交交互,,,
603,physical,293,核心高频,自然科学的、肉体的,科学技术,,,,
604,team,293,核心高频,团队,人类与社会,,,,
605,action,291,核心高频,行动、行为,动作行为,其他动作,,,
606,material,290,核心高频,材料,科学技术,,,,
607,prove,289,核心高频,证明,动作行为,评价与判断,,,
608,compare,289,核心高频,比较,动作行为,评价与判断,,,
609,competition,287,核心高频,比赛,运动娱乐,,,,
610,nothing,287,核心高频,没有,抽象概念,数量与程度,,,
611,perhaps,286,核心高频,也许,抽象概念,数量与程度,,,
612,private,286,核心高频,私人的,人类与社会,,,,
613,please,286,核心高频,请、使愉快,情感心理,,,,
614,head,285,核心高频,前往,人类与社会,,,,
615,street,285,核心高频,街道,空间地点,,,,
616,available,284,核心高频,可行的,抽象概念,性质与评价,,,
617,current,284,核心高频,当前、电流、趋向,商业经济,,,,
618,boy,284,核心高频,男孩,人类与社会,,,,
619,goal,283,核心高频,目标,运动娱乐,,,,
620,loss,283,核心高频,丢失,抽象概念,认知与抽象名词,,,
621,evidence,283,核心高频,证据,抽象概念,认知与抽象名词,,,
622,together,283,核心高频,一共,抽象概念,逻辑与关系,,,
623,speed,283,核心高频,加速,动作行为,使动与影响,,,
624,middle,281,核心高频,中间的,空间地点,,,,
625,along,281,核心高频,沿着,空间地点,,,,
626,sale,280,核心高频,销售,商业经济,,,,
627,production,279,核心高频,生产,商业经济,,,,
628,grade,279,核心高频,年级,教育学习,,,,
629,visit,279,核心高频,参观、访问,动作行为,身体动作,,,
630,content,278,核心高频,内容、目录、满足的,抽象概念,认知与抽象名词,be content with,,
631,source,276,核心高频,来源,抽象概念,认知与抽象名词,,,
632,security,276,核心高频,安全,健康医疗,,,,
633,pressure,275,核心高频,压力,动作行为,身体动作,,,
634,gap,275,核心高频,间隙、分歧,抽象概念,认知与抽象名词,,,
635,across,275,核心高频,穿过,空间地点,,,,
636,let,275,核心高频,让,动作行为,身体动作,,,
637,depend,274,核心高频,依赖,动作行为,心理活动,,,
638,especially,274,核心高频,尤其,抽象概念,数量与程度,,,
639,modern,274,核心高频,现代的,时间日期,,,,
640,simply,274,核心高频,仅仅,抽象概念,数量与程度,,,
641,farm,274,核心高频,农场,自然环境,,,,
642,approach,273,核心高频,接近、方法,动作行为,其他动作,,,
643,correct,273,核心高频,更正、纠正,动作行为,评价与判断,,,
644,special,272,核心高频,特别的,抽象概念,性质与评价,,,
645,hope,272,核心高频,希望,情感心理,,,,
646,someone,272,核心高频,某人,人类与社会,,,,
647,speaker,272,核心高频,扬声器、说话人,职业工作,,,,
648,intelligence,271,核心高频,智力,情感心理,,,,
649,picture,271,核心高频,图片,运动娱乐,,,,
650,survey,271,核心高频,调查、测量,动作行为,身体动作,,,
651,everyone,270,核心高频,每人,人类与社会,,,,
652,event,270,核心高频,事件,时间日期,,,,
653,either,269,核心高频,两者之一,抽象概念,数量与程度,,,
654,step,268,核心高频,步骤,动作行为,身体动作,,,
655,habit,267,核心高频,习惯,情感心理,,,,
656,responsibility,267,核心高频,责任,情感心理,,,,
657,similar,267,核心高频,相似的,抽象概念,性质与评价,,,
658,necessary,266,核心高频,必要的,抽象概念,性质与评价,,,
659,chance,266,核心高频,机会,抽象概念,认知与抽象名词,,,
660,foreign,265,核心高频,国外的,空间地点,,,,
661,apply,265,核心高频,应用,动作行为,占有与转移,,,
662,father,265,核心高频,父亲,人类与社会,,,,
663,driver,264,核心高频,驾驶员,职业工作,,,,
664,oil,264,核心高频,油,科学技术,,,,
665,anything,264,核心高频,任何事,抽象概念,数量与程度,,,
666,access,264,核心高频,进入、存取,空间地点,,,,
667,sport,264,核心高频,体育运动,运动娱乐,,,,
668,exist,263,核心高频,存在,动作行为,其他动作,,,
669,advantage,262,核心高频,优势,抽象概念,认知与抽象名词,,,
670,newspaper,261,核心高频,报纸,教育学习,,,,
671,remember,261,核心高频,记得,动作行为,心理活动,,,
672,agree,261,核心高频,同意,动作行为,其他动作,,,
673,manager,261,核心高频,经理,职业工作,,,,
674,land,260,核心高频,着陆、土地,空间地点,,,,
675,solve,260,核心高频,解答,动作行为,其他动作,,,
676,function,259,核心高频,功能,科学技术,,,,
677,management,259,核心高频,经营、管理,职业工作,,,,
678,phrase,259,核心高频,短语,教育学习,,,,
679,experiment,258,核心高频,实验,科学技术,,,,
680,structure,258,核心高频,结构,抽象概念,认知与抽象名词,,,
681,everything,258,核心高频,每件事,抽象概念,数量与程度,,,
682,sit,258,核心高频,坐在,动作行为,身体动作,,,
683,seek,257,核心高频,寻求,动作行为,占有与转移,,,
684,message,257,核心高频,消息,情感心理,,,,
685,per,255,核心高频,每、经,抽象概念,逻辑与关系,,,
686,promote,255,核心高频,促进,动作行为,身体动作,promote growth,,
687,figure,254,核心高频,算计、人物、数字,抽象概念,认知与抽象名词,a public figure,,
688,road,254,核心高频,路,空间地点,,,,
689,limit,252,核心高频,限制,动作行为,使动与影响,,,
690,sometimes,252,核心高频,有时,时间日期,,,,
691,fear,251,核心高频,恐惧,情感心理,,,,
692,supply,251,核心高频,供应,动作行为,使动与影响,,,
693,argument,248,核心高频,争论、论据,政治法律,,the author's argument,,
694,relate,248,核心高频,讲述、使相互关联,动作行为,社交交互,,,
695,effective,248,核心高频,有效的,抽象概念,性质与评价,,,
696,prevent,247,核心高频,阻止,动作行为,社交交互,,,
697,pattern,246,核心高频,模式、图案,日常生活,,,,
698,baby,246,核心高频,宝贝,人类与社会,,,,
699,search,245,核心高频,搜索,动作行为,其他动作,,,
700,itself,245,核心高频,它自己,抽象概念,基础功能词,,,
701,response,245,核心高频,回应,情感心理,,,,
